numxs,num_ms,time
0,1330.112696
1,1296.111107
2,1369.940281
3,1456.928253
4,1509.484291
5,1576.615572
6,1652.579308
7,1660.664320
8,1690.370560
9,1727.497816
10,1845.348835
11,1978.210688
12,1992.331505
13,2044.928312
14,2082.098007
15,2099.816322
16,2150.413036
17,2173.445940
18,2244.959831
19,2253.271341
20,2249.538660
21,2489.166737
22,2706.362247
23,2730.834723
24,2737.790346
25,2774.519205
26,2815.443277
27,2841.429472
28,2880.100250
29,2899.356842
30,2885.015488
31,2949.282408
32,3063.135147
33,2972.472668
34,3009.216547
35,3052.424431
36,3054.268360
37,3066.817522
38,3098.679304
39,3123.722076
40,3145.920992
41,3183.985233
42,3372.663975
43,3776.234150
44,3815.317869
45,3803.179502
46,3796.988249
47,3783.278465
48,3827.964306
49,3986.969709
50,4035.775900
51,3832.043648
52,3872.776747
53,3966.568232
54,3964.941263
55,3878.150702
56,3997.077942
57,3954.888821
58,4125.387669
59,4080.171585
60,3978.905439
61,4111.724615
62,3936.680079
63,3937.652349
64,3933.853626
65,3940.042734
66,3925.640583
67,3963.575363
68,4069.381475
69,3959.885836
70,5301.142454
71,4880.209923
72,4830.971479
73,4840.557337
74,4776.982784
75,4769.775152
76,4750.838041
77,4701.246262
78,4577.939510
79,4535.108566
80,4524.325132
81,4424.372911
82,4386.398554
83,4376.873255
84,4316.907167
85,6118.775129
86,6292.314768
87,6331.108332
88,6646.067142
89,6479.166269
90,6219.604492
91,6210.519791
92,6063.877344
93,6021.929741
94,6119.805813
95,5709.258556
96,6189.028978
97,6123.512030
98,5866.761684
99,5747.079611
